datetime,open,high,low,close,volume
2024-10-28 15:30:00,233.96001,233.98129,233.61000,233.67500,818370
2024-10-28 15:15:00,233.95010,234.00999,233.67999,233.97000,566856
2024-10-28 15:00:00,233.75999,234.00000,233.63519,233.95000,515346
2024-10-28 14:45:00,233.81000,234.11000,233.57001,233.75999,505342
2024-10-28 14:30:00,233.91000,234.05000,233.75999,233.81000,426501
2024-10-28 14:15:00,234.14500,234.23000,233.91000,233.91499,462616
2024-10-28 14:00:00,234.39500,234.39999,234.14000,234.17000,451401
2024-10-28 13:45:00,234.41499,234.50500,234.21001,234.39500,403000
2024-10-28 13:30:00,234.42500,234.64500,234.34000,234.41800,443107
2024-10-28 13:15:00,234.08000,234.67999,234.07001,234.42999,575605
2024-10-28 13:00:00,234.31000,234.60001,234.08000,234.08141,554974
2024-10-28 12:45:00,234.62000,234.73000,234.25060,234.32001,813174
2024-10-28 12:30:00,234.31000,234.62000,233.93260,234.61000,930301
2024-10-28 12:15:00,233.53000,234.31500,233.52000,234.31010,848363
2024-10-28 12:00:00,233.53999,233.57249,233.14999,233.53500,692426
2024-10-28 11:45:00,233.53000,233.80000,233.39000,233.57001,706989
2024-10-28 11:30:00,233.55000,233.83000,233.25000,233.52631,665026
2024-10-28 11:15:00,233.93500,233.96001,233.22000,233.55000,842885
2024-10-28 11:00:00,233.93500,234.17999,233.42999,233.95000,989842
2024-10-28 10:45:00,234.11000,234.28999,233.75000,233.92999,866519
2024-10-28 10:30:00,233.62000,234.33000,233.42999,234.10001,1040773
2024-10-28 10:15:00,233.31000,233.64000,232.99010,233.63460,902025
2024-10-28 10:00:00,233.17999,233.56000,232.89999,233.27000,930062
2024-10-28 09:45:00,233.33501,233.38960,232.55000,233.17999,1157165
2024-10-28 09:30:00,233.31500,234.55000,233.07001,233.33000,4471004
2024-10-25 15:45:00,231.49001,231.80000,231.11000,231.39999,2866639
2024-10-25 15:30:00,231.64999,231.73000,231.25000,231.47000,831119
2024-10-25 15:15:00,231.64999,231.80499,231.37000,231.62000,1064312
2024-10-25 15:00:00,232.12000,232.16000,231.50000,231.65730,550171
2024-10-25 14:45:00,231.75000,232.20000,231.74150,232.14000,570527
2024-10-25 14:30:00,231.84689,231.92999,231.67000,231.74001,457883
2024-10-25 14:15:00,231.53999,231.94000,231.38800,231.84000,657944
2024-10-25 14:00:00,231.49001,231.67000,231.07001,231.56000,634586
2024-10-25 13:45:00,231.19000,231.97150,231.13000,231.48000,821954
2024-10-25 13:30:00,231.83000,231.94000,231.14999,231.21001,703525
2024-10-25 13:15:00,232.22000,232.23000,231.53000,231.85750,683743
2024-10-25 13:00:00,232.77000,232.77000,232.13000,232.24800,575778
2024-10-25 12:45:00,232.75999,232.94000,232.67000,232.78000,564545
2024-10-25 12:30:00,232.73500,232.78500,232.46001,232.76500,543021
2024-10-25 12:15:00,232.47000,232.73199,232.42000,232.71001,556383
2024-10-25 12:00:00,232.03000,232.53999,231.94290,232.48000,723892
2024-10-25 11:45:00,232.09399,232.34000,231.75999,232.05000,847539
2024-10-25 11:30:00,232.23000,232.35500,231.91000,232.09000,1733420
2024-10-25 11:15:00,232.98000,232.98000,232.23000,232.23000,1241205
2024-10-25 11:00:00,232.86000,233.20000,232.67000,232.97000,968155
2024-10-25 10:45:00,232.46001,232.91000,232.22000,232.84460,971835
2024-10-25 10:30:00,232.12000,232.66000,232.12000,232.44000,969646
2024-10-25 10:15:00,232.02000,232.39000,231.72020,232.13000,1013476
2024-10-25 10:00:00,231.91000,232.42990,231.81000,232.02000,1614205
2024-10-25 09:45:00,231.39999,232.07671,230.50999,231.82000,1689107
2024-10-25 09:30:00,229.74001,231.59000,229.57001,231.39999,3920105
2024-10-24 15:45:00,230.46001,230.80000,230.45000,230.57001,2225426
2024-10-24 15:30:00,230.53999,230.72000,230.22000,230.46001,728481
2024-10-24 15:15:00,230.64000,230.68640,230.41010,230.53000,561096
2024-10-24 15:00:00,230.45000,230.81000,230.12000,230.66000,596475
2024-10-24 14:45:00,230.43500,230.56760,230.33800,230.45000,366653
2024-10-24 14:30:00,230.42999,230.53000,230.25999,230.42999,376154
2024-10-24 14:15:00,230.39000,230.53999,230.25999,230.46001,459075
2024-10-24 14:00:00,230.25999,230.39999,230.03999,230.38200,438770
2024-10-24 13:45:00,230.46500,230.53999,230.19000,230.25500,418741
2024-10-24 13:30:00,230.28000,230.49001,230.21001,230.43800,493031
2024-10-24 13:15:00,230.72000,230.73801,230.11000,230.27000,766308
2024-10-24 13:00:00,230.31000,230.82001,230.26230,230.71001,661070
2024-10-24 12:45:00,229.73610,230.34019,229.73000,230.30800,526899
2024-10-24 12:30:00,229.52000,229.84000,229.52000,229.73500,543280
2024-10-24 12:15:00,228.89999,229.53999,228.69009,229.51939,581815
2024-10-24 12:00:00,229.59000,229.71210,228.67000,228.88499,815546
2024-10-24 11:45:00,229.78000,229.78000,228.88060,229.58000,1162336
2024-10-24 11:30:00,229.82001,230.03999,229.75000,229.77000,535766
2024-10-24 11:15:00,230.12000,230.19000,229.80000,229.82001,639460
2024-10-24 11:00:00,229.25999,230.17000,229.23000,230.14000,779632
2024-10-24 10:45:00,230.25000,230.25000,229.24001,229.25000,888881
2024-10-24 10:30:00,229.85001,230.38000,229.80499,230.28999,814563
2024-10-24 10:15:00,229.99001,230.06000,229.63000,229.81000,761326
2024-10-24 10:00:00,229.81500,230.23990,229.56000,229.98500,1319301
2024-10-24 09:45:00,229.41000,229.82510,228.41000,229.82510,2275624
2024-10-24 09:30:00,229.91701,230.39999,228.61850,229.46001,3528775
2024-10-23 15:45:00,230.62000,230.86000,230.32001,230.75000,2865006
2024-10-23 15:30:00,229.70000,230.69000,229.61000,230.61000,1407923
2024-10-23 15:15:00,229.46001,229.80991,229.45000,229.67500,1121946
2024-10-23 15:00:00,229.24001,229.67000,229.18021,229.45010,768320
2024-10-23 14:45:00,229.39000,229.66000,229.14000,229.25999,840467
2024-10-23 14:30:00,228.60001,229.48000,228.50999,229.38251,1167074
2024-10-23 14:15:00,228.32001,228.86501,228.00999,228.62000,1098971
2024-10-23 14:00:00,228.35001,228.46809,227.75999,228.32001,1489296
2024-10-23 13:45:00,229.61000,229.64999,228.28000,228.37500,1485808
2024-10-23 13:30:00,230.02000,230.07001,229.52000,229.62000,774157
2024-10-23 13:15:00,229.45000,230.19000,229.28000,230.05499,1399903
2024-10-23 13:00:00,229.63000,229.87000,229.20000,229.45000,1278286
2024-10-23 12:45:00,229.94501,230.03000,228.92999,229.64000,1838492
2024-10-23 12:30:00,229.67000,230.25000,229.34000,229.95000,2038273
2024-10-23 12:15:00,230.94000,230.94991,229.64000,229.69000,2830105
2024-10-23 12:00:00,231.58000,231.91991,230.37000,230.94000,4001269
2024-10-23 11:45:00,233.45000,233.73621,230.58000,231.56000,5119354
2024-10-23 11:30:00,233.49001,233.57001,233.28000,233.44000,937495
2024-10-23 11:15:00,233.63000,233.77000,233.32500,233.50000,1072010
2024-10-23 11:00:00,234.28500,234.56210,233.50000,233.62000,899282
2024-10-23 10:45:00,234.89999,235.11990,234.27000,234.29250,793900
2024-10-23 10:30:00,234.72000,235.03999,234.62000,234.91000,720895
2024-10-23 10:15:00,234.81000,234.89970,234.44000,234.72000,652447
2024-10-23 10:00:00,234.91499,234.96001,234.11000,234.82001,1310974
2024-10-23 09:45:00,234.46001,235.14400,234.28011,234.91499,1029926
2024-10-23 09:30:00,234.32001,235.13989,233.81000,234.48990,3246942
2024-10-22 15:45:00,235.84500,236.19000,235.78999,235.86000,2576052
2024-10-22 15:30:00,235.70000,235.89999,235.70000,235.85001,759778
2024-10-22 15:15:00,235.56000,235.74001,235.55000,235.70000,544869
2024-10-22 15:00:00,235.37000,235.61000,235.25999,235.57401,475745
2024-10-22 14:45:00,235.48000,235.57001,235.27000,235.37000,427511
2024-10-22 14:30:00,235.33000,235.49001,235.17999,235.47501,471418
2024-10-22 14:15:00,235.31000,235.44501,235.21001,235.31320,482251
2024-10-22 14:00:00,235.67500,236.00500,235.29500,235.31010,1362747
2024-10-22 13:45:00,235.21001,235.74989,235.17999,235.67380,701004
2024-10-22 13:30:00,234.85001,235.37990,234.84500,235.21500,724198
2024-10-22 13:15:00,234.95399,235.00000,234.81000,234.85001,398388
2024-10-22 13:00:00,234.93500,235.03999,234.74001,234.95970,926064
2024-10-22 12:45:00,234.41499,234.94000,234.38000,234.92999,643236
2024-10-22 12:30:00,234.19000,234.51990,234.14999,234.42999,1272003
2024-10-22 12:15:00,234.50000,234.64999,234.13000,234.17000,473801
2024-10-22 12:00:00,234.49500,234.53999,234.27010,234.48250,441770
2024-10-22 11:45:00,234.84750,234.85001,234.44000,234.49030,519075
2024-10-22 11:30:00,234.40070,234.90990,234.35001,234.84171,821130
2024-10-22 11:15:00,234.03000,234.45000,233.95000,234.39951,1114682
2024-10-22 11:00:00,234.23000,234.33501,234.03000,234.03000,616670
2024-10-22 10:45:00,233.64011,234.28999,233.47000,234.22501,897400
2024-10-22 10:30:00,233.90500,234.11000,233.50470,233.63000,932053
2024-10-22 10:15:00,234.14000,234.15300,233.57001,233.91000,1237601
2024-10-22 10:00:00,233.16460,234.14200,233.00000,234.14000,1680799
2024-10-22 09:45:00,233.58070,233.78000,232.91000,233.16000,1791439
2024-10-22 09:30:00,233.22000,233.84000,232.61000,233.58521,5597968
2024-10-21 15:45:00,236.03000,236.58000,235.88000,236.58000,2258606
2024-10-21 15:30:00,236.13499,236.13499,235.82750,236.03259,1016954
2024-10-21 15:15:00,236.11501,236.20000,236.03000,236.13499,593584
2024-10-21 15:00:00,235.99001,236.22000,235.89000,236.11600,593351
2024-10-21 14:45:00,236.03000,236.13000,235.92999,235.98500,524184
2024-10-21 14:30:00,236.23000,236.27000,236.03011,236.03979,485379
2024-10-21 14:15:00,236.57001,236.64799,236.20000,236.22501,470284
2024-10-21 14:00:00,236.69000,236.81000,236.40500,236.59000,581470
2024-10-21 13:45:00,236.25999,236.85001,236.25999,236.67000,588062
2024-10-21 13:30:00,236.38000,236.50999,236.20000,236.26331,558670
2024-10-21 13:15:00,236.51500,236.55000,236.25999,236.37010,582195
2024-10-21 13:00:00,236.50999,236.61501,236.36000,236.51500,469631
2024-10-21 12:45:00,236.23500,236.57001,236.13499,236.50999,466242
2024-10-21 12:30:00,236.30000,236.40500,236.11400,236.23820,1013490
2024-10-21 12:15:00,236.16650,236.60500,236.16650,236.28000,622763
2024-10-21 12:00:00,236.23000,236.58000,235.94009,236.16499,762523
2024-10-21 11:45:00,235.63380,236.45911,235.60001,236.24001,1925105
2024-10-21 11:30:00,235.39999,235.79970,235.28500,235.64000,605327
2024-10-21 11:15:00,235.49001,235.61530,235.28011,235.42000,1625832
2024-10-21 11:00:00,235.88000,236.10001,235.17000,235.52000,1904345
2024-10-21 10:45:00,235.67000,236.03999,235.12000,235.88000,994170
2024-10-21 10:30:00,235.67000,236.09000,235.17000,235.66580,985180
2024-10-21 10:15:00,235.87000,235.99001,235.45000,235.67000,963282
2024-10-21 10:00:00,235.17500,235.87000,234.95500,235.87000,1314819
2024-10-21 09:45:00,235.33000,235.48500,234.82001,235.17030,1355677
2024-10-21 09:30:00,234.45000,235.50000,234.45000,235.33000,3726735
2024-10-18 15:45:00,235.02000,235.19000,234.80000,234.98000,2317672
2024-10-18 15:30:00,235.28999,235.30000,234.87010,235.02010,915939
2024-10-18 15:15:00,235.41000,235.43500,235.17670,235.30000,587388
2024-10-18 15:00:00,235.55499,235.55499,235.03000,235.41499,966127
2024-10-18 14:45:00,235.54500,235.61000,235.41000,235.56000,492898
2024-10-18 14:30:00,235.52499,235.64000,235.42999,235.53999,605095
2024-10-18 14:15:00,235.63499,235.71001,235.49500,235.53000,495932
2024-10-18 14:00:00,235.64000,235.75000,235.31000,235.63499,614180
2024-10-18 13:45:00,235.36501,235.72000,235.32010,235.64799,573563
2024-10-18 13:30:00,235.24001,235.50000,235.04160,235.37000,634215
2024-10-18 13:15:00,235.59000,235.64000,235.17999,235.24001,684468
2024-10-18 13:00:00,235.46500,235.85001,235.38000,235.59399,810915
2024-10-18 12:45:00,235.19020,235.64500,235.09000,235.46400,909868
2024-10-18 12:30:00,234.99001,235.24001,234.94000,235.19000,568247
2024-10-18 12:15:00,234.95990,235.03500,234.86011,234.99001,1043844
2024-10-18 12:00:00,235.02000,235.14999,234.92999,234.96001,421958
2024-10-18 11:45:00,235.00000,235.34000,234.91000,235.02750,630849
2024-10-18 11:30:00,235.03999,235.25000,234.75000,234.99500,2256655
2024-10-18 11:15:00,235.00999,235.12000,234.89999,235.03999,639578
2024-10-18 11:00:00,234.70000,235.14999,234.64000,235.01990,1017451
2024-10-18 10:45:00,234.62000,234.80000,234.27499,234.69000,1530831
2024-10-18 10:30:00,234.75999,234.92000,234.35001,234.64999,1391936
2024-10-18 10:15:00,235.12000,235.20990,234.64000,234.77000,1542114
2024-10-18 10:00:00,235.42999,235.87990,235.08000,235.09500,1979629
2024-10-18 09:45:00,234.97501,235.72000,234.46001,235.42999,2260301
2024-10-18 09:30:00,235.88000,236.05000,234.02000,234.97591,11456516
2024-10-17 15:45:00,232.14690,232.33000,231.64000,232.25999,2257252
2024-10-17 15:30:00,231.75500,232.20000,231.66000,232.14000,1228427
2024-10-17 15:15:00,231.94000,232.08000,231.75000,231.75500,520524
2024-10-17 15:00:00,232.10001,232.11000,231.70000,231.94000,572640
2024-10-17 14:45:00,231.60001,232.11000,231.53000,232.10001,562225
2024-10-17 14:30:00,231.58000,231.72501,231.37000,231.59850,911091
2024-10-17 14:15:00,231.83000,231.85001,231.27499,231.58650,1087285
2024-10-17 14:00:00,232.42999,232.57001,231.57001,231.84500,731077
2024-10-17 13:45:00,232.55000,232.57001,232.30000,232.42999,486773
2024-10-17 13:30:00,232.39999,232.58000,232.37000,232.53011,417114
2024-10-17 13:15:00,232.48500,232.53000,232.33000,232.38741,365186
2024-10-17 13:00:00,232.19000,232.50000,232.07001,232.48550,1078654
2024-10-17 12:45:00,232.33501,232.37990,232.06500,232.17610,330883
2024-10-17 12:30:00,232.24001,232.37500,232.03000,232.34000,385089
2024-10-17 12:15:00,232.23000,232.36000,232.14500,232.25000,372454
2024-10-17 12:00:00,232.53999,232.80400,232.08501,232.21500,636858
2024-10-17 11:45:00,232.11501,232.55000,232.05000,232.54620,517398
2024-10-17 11:30:00,232.25999,232.47000,232.05000,232.09109,737252
2024-10-17 11:15:00,231.98000,232.32100,231.95779,232.25999,611935
2024-10-17 11:00:00,231.36501,232.03000,231.23000,231.97501,583659
2024-10-17 10:45:00,231.62000,231.67990,231.20000,231.35989,747952
2024-10-17 10:30:00,232.42999,232.48990,231.47099,231.63000,933171
2024-10-17 10:15:00,232.02000,232.57001,231.86000,232.40010,1074853
2024-10-17 10:00:00,231.75999,232.08000,231.28999,232.03000,1067226
2024-10-17 09:45:00,231.28000,232.02000,231.25000,231.72000,1130424
2024-10-17 09:30:00,233.44000,233.85001,230.53000,231.23500,4486541
2024-10-16 15:45:00,231.50200,231.85001,231.22000,231.75000,1837555
2024-10-16 15:30:00,231.62000,231.92999,231.47000,231.50000,1183843
2024-10-16 15:15:00,231.43500,231.62000,231.30460,231.61501,681062
2024-10-16 15:00:00,231.27000,231.53500,231.20000,231.43500,618455
2024-10-16 14:45:00,231.25000,231.43990,231.10001,231.26759,486586
2024-10-16 14:30:00,231.10001,231.28999,230.98000,231.24001,568154
2024-10-16 14:15:00,230.78999,231.36000,230.74001,231.11000,733486
2024-10-16 14:00:00,230.82420,230.96500,230.73000,230.79010,474215
2024-10-16 13:45:00,230.83501,230.94000,230.62000,230.80499,547576
2024-10-16 13:30:00,230.90990,230.99001,230.58000,230.83000,495901
2024-10-16 13:15:00,231.07001,231.16299,230.72301,230.90990,509581
2024-10-16 13:00:00,231.05200,231.28999,230.91000,231.06000,605195
2024-10-16 12:45:00,230.58000,231.07001,230.58000,231.03500,549699
2024-10-16 12:30:00,230.34500,230.67000,230.32001,230.57500,595483
2024-10-16 12:15:00,230.16000,230.39999,230.06100,230.34000,1010700
2024-10-16 12:00:00,230.19009,230.41000,230.07001,230.16991,812988
2024-10-16 11:45:00,230.63499,230.63499,230.11020,230.19881,793111
2024-10-16 11:30:00,230.58000,230.95990,230.38341,230.63499,804033
2024-10-16 11:15:00,231.00980,231.14000,230.39000,230.58501,891398
2024-10-16 11:00:00,230.39999,231.00929,230.34010,230.99001,886750
2024-10-16 10:45:00,230.29131,230.72000,230.05000,230.39951,1008420
2024-10-16 10:30:00,230.71001,230.77000,230.08000,230.29500,1060429
2024-10-16 10:15:00,230.51500,230.99001,230.19000,230.72971,1135230
2024-10-16 10:00:00,230.08501,230.89200,229.85001,230.49001,2013764
2024-10-16 09:45:00,230.67999,230.99001,230.03000,230.07860,2004151
2024-10-16 09:30:00,231.62000,232.12000,230.38000,230.68500,5473730
2024-10-15 15:45:00,233.55000,234.06990,233.46201,233.80000,4222072
2024-10-15 15:30:00,233.25000,233.75999,232.81000,233.54500,1497946
2024-10-15 15:15:00,233.42999,233.55000,233.07001,233.24001,988588
2024-10-15 15:00:00,233.80110,233.89999,233.04500,233.42999,1252677
2024-10-15 14:45:00,234.03999,234.08000,233.74001,233.78000,560723
2024-10-15 14:30:00,233.94000,234.08000,233.80000,234.06000,575708
2024-10-15 14:15:00,233.63000,234.17000,233.50000,233.94000,747970
2024-10-15 14:00:00,233.77000,234.03000,233.63000,233.63499,707089
2024-10-15 13:45:00,234.32500,234.47000,233.73000,233.75999,851284
2024-10-15 13:30:00,233.96400,234.37000,233.87000,234.32500,1248323
2024-10-15 13:15:00,234.38000,234.50000,233.85001,234.02000,703729
2024-10-15 13:00:00,234.46989,234.66000,234.07001,234.39000,896764
2024-10-15 12:45:00,234.78400,234.91000,234.31000,234.48000,812669
2024-10-15 12:30:00,234.75000,235.20000,234.71001,234.75999,828943
2024-10-15 12:15:00,235.50000,235.50999,234.55000,234.75999,1356021
2024-10-15 12:00:00,235.38000,235.82001,235.37000,235.50500,1367680
2024-10-15 11:45:00,236.07001,236.28999,235.33000,235.38000,1185613
2024-10-15 11:30:00,235.42999,236.23000,235.33800,236.06000,1527104
2024-10-15 11:15:00,235.33000,235.67000,235.24001,235.43140,1218237
2024-10-15 11:00:00,235.37000,235.81000,234.67010,235.33510,2209997
2024-10-15 10:45:00,235.60001,236.13000,235.14000,235.36501,1904819
2024-10-15 10:30:00,235.82001,236.11420,235.42999,235.61011,2752238
2024-10-15 10:15:00,236.20000,236.52000,235.75999,235.82001,2774951
2024-10-15 10:00:00,236.63499,237.49001,236.08000,236.17979,4148540
2024-10-15 09:45:00,236.19000,237.13000,235.96001,236.63499,5074307
2024-10-15 09:30:00,233.59000,236.25000,232.37000,236.20000,9115841
2024-10-14 15:45:00,231.58000,231.72780,231.03999,231.30000,3451950
2024-10-14 15:30:00,231.22000,231.69501,231.11000,231.59500,1089286
2024-10-14 15:15:00,231.36000,231.39000,231.05000,231.22260,838517
2024-10-14 15:00:00,231.16000,231.44679,231.06000,231.36501,946969
2024-10-14 14:45:00,230.96500,231.19501,230.92999,231.14999,723147
2024-10-14 14:30:00,230.48351,231.13000,230.45000,230.96001,1065864
2024-10-14 14:15:00,230.33620,230.55029,230.25771,230.46001,464398
2024-10-14 14:00:00,230.19000,230.44971,230.06000,230.33501,861209
2024-10-14 13:45:00,230.38000,230.49001,230.16000,230.19000,382571
2024-10-14 13:30:00,230.41000,230.42599,230.16499,230.36000,531861
2024-10-14 13:15:00,230.52000,230.55991,230.30000,230.42999,311108
2024-10-14 13:00:00,230.35500,230.53999,230.28999,230.50500,421861
2024-10-14 12:45:00,230.56500,230.60640,230.20000,230.33000,487294
2024-10-14 12:30:00,230.25999,230.57990,230.25999,230.57001,380824
2024-10-14 12:15:00,230.14000,230.52921,229.97000,230.24950,803905
2024-10-14 12:00:00,230.34000,230.39000,230.06000,230.14500,502894
2024-10-14 11:45:00,229.76289,230.35001,229.74001,230.34599,726823
2024-10-14 11:30:00,229.67999,229.95000,229.42999,229.76010,454549
2024-10-14 11:15:00,229.84000,230.03000,229.46001,229.69000,675822
2024-10-14 11:00:00,229.47000,229.88000,229.14999,229.84140,1032892
2024-10-14 10:45:00,230.64000,230.88000,229.31000,229.48000,1233147
2024-10-14 10:30:00,230.68500,230.80000,230.34000,230.64999,719202
2024-10-14 10:15:00,230.26500,230.75999,229.92999,230.68500,1161228
2024-10-14 10:00:00,230.57001,230.79710,230.09000,230.25999,1347034
2024-10-14 09:45:00,231.07001,231.25000,230.46001,230.55000,1321424
2024-10-14 09:30:00,228.70000,231.31000,228.60001,231.06000,4712726
2024-10-11 15:45:00,228.49001,228.69000,227.50000,227.52000,3103920
2024-10-11 15:30:00,228.68871,228.75999,228.42999,228.49001,851886
2024-10-11 15:15:00,228.78999,228.87000,228.40010,228.69000,801848
2024-10-11 15:00:00,228.57001,228.97000,228.50000,228.81000,852101
2024-10-11 14:45:00,228.34000,228.63000,228.34000,228.58501,615262
2024-10-11 14:30:00,228.19501,228.39999,228.06000,228.34000,559679
2024-10-11 14:15:00,228.35001,228.45000,228.19000,228.19501,629604
2024-10-11 14:00:00,227.83000,228.35201,227.82001,228.35001,692569
2024-10-11 13:45:00,227.71001,228.07500,227.71001,227.83420,632143
2024-10-11 13:30:00,227.82500,227.89000,227.58000,227.72000,400339
2024-10-11 13:15:00,227.57500,227.85840,227.50999,227.84000,407248
2024-10-11 13:00:00,227.87000,227.95000,227.49500,227.57651,526901
2024-10-11 12:45:00,227.64900,227.89999,227.41000,227.87000,694664
2024-10-11 12:30:00,227.83000,227.98500,227.60500,227.64549,462378
2024-10-11 12:15:00,227.87500,227.92999,227.66000,227.83009,470953
2024-10-11 12:00:00,228.06500,228.09000,227.80000,227.87500,1158939
2024-10-11 11:45:00,227.92500,228.10001,227.75000,228.06990,722989
2024-10-11 11:30:00,227.97009,228.11000,227.68500,227.92500,694654
2024-10-11 11:15:00,228.22000,228.22000,227.78999,227.97501,712746
2024-10-11 11:00:00,228.08000,228.39999,228.00999,228.22090,727785
